SiteID, 12869
Longitude, -124.375
Latitude, 40.40625
Year,Month,Day,Hour,Minute,SCORE-lite Power Output 100m
2006,1,1,0,0,2.365
2006,1,1,0,10,0.10099999999999999
2006,1,1,0,20,1.516
2006,1,1,0,30,0.758
2006,1,1,0,40,1.3530000000000002
2006,1,1,0,50,0.74
2006,1,1,1,0,0.0
2006,1,1,1,10,1.087
2006,1,1,1,20,0.784
2006,1,1,1,30,0.255
2006,1,1,1,40,0.20600000000000002
2006,1,1,1,50,1.054
2006,1,1,2,0,0.914
2006,1,1,2,10,2.048
2006,1,1,2,20,0.619
2006,1,1,2,30,2.483
2006,1,1,2,40,3.241
2006,1,1,2,50,3.444
2006,1,1,3,0,4.744
2006,1,1,3,10,3.937
2006,1,1,3,20,5.61
2006,1,1,3,30,9.43
2006,1,1,3,40,7.735
2006,1,1,3,50,9.881
2006,1,1,4,0,10.964
2006,1,1,4,10,11.952
2006,1,1,4,20,12.183
2006,1,1,4,30,15.6
2006,1,1,4,40,12.935
2006,1,1,4,50,19.825
2006,1,1,5,0,20.919
2006,1,1,5,10,20.235
2006,1,1,5,20,22.436
2006,1,1,5,30,26.029
2006,1,1,5,40,23.642
2006,1,1,5,50,26.67
2006,1,1,6,0,25.741999999999997
2006,1,1,6,10,28.875999999999998
2006,1,1,6,20,30.0
2006,1,1,6,30,30.0
2006,1,1,6,40,30.0
2006,1,1,6,50,27.916
2006,1,1,7,0,30.0
2006,1,1,7,10,28.820999999999998
2006,1,1,7,20,29.535999999999998
2006,1,1,7,30,29.846
2006,1,1,7,40,28.988000000000003
2006,1,1,7,50,30.0
2006,1,1,8,0,28.930999999999997
2006,1,1,8,10,30.0
2006,1,1,8,20,30.0
2006,1,1,8,30,29.853
2006,1,1,8,40,30.0
2006,1,1,8,50,29.363000000000003
2006,1,1,9,0,30.0
2006,1,1,9,10,30.0
2006,1,1,9,20,28.644000000000002
2006,1,1,9,30,27.857
2006,1,1,9,40,30.0
2006,1,1,9,50,30.0
2006,1,1,10,0,30.0
2006,1,1,10,10,30.0
2006,1,1,10,20,30.0
2006,1,1,10,30,29.555999999999997
2006,1,1,10,40,29.04
2006,1,1,10,50,30.0
2006,1,1,11,0,30.0
2006,1,1,11,10,30.0
2006,1,1,11,20,30.0
2006,1,1,11,30,30.0
2006,1,1,11,40,29.41
2006,1,1,11,50,30.0
2006,1,1,12,0,30.0
2006,1,1,12,10,30.0
2006,1,1,12,20,30.0
2006,1,1,12,30,28.932
2006,1,1,12,40,29.559
2006,1,1,12,50,30.0
2006,1,1,13,0,30.0
2006,1,1,13,10,29.517
2006,1,1,13,20,30.0
2006,1,1,13,30,30.0
2006,1,1,13,40,30.0
2006,1,1,13,50,29.163
2006,1,1,14,0,29.221999999999998
2006,1,1,14,10,30.0
2006,1,1,14,20,28.611
2006,1,1,14,30,30.0
2006,1,1,14,40,27.961
2006,1,1,14,50,26.471
2006,1,1,15,0,30.0
2006,1,1,15,10,27.552
2006,1,1,15,20,27.951
2006,1,1,15,30,29.717
2006,1,1,15,40,29.435
2006,1,1,15,50,29.410999999999998
2006,1,1,16,0,29.313000000000002
2006,1,1,16,10,28.576999999999998
2006,1,1,16,20,27.653000000000002
2006,1,1,16,30,29.643
2006,1,1,16,40,29.465
2006,1,1,16,50,30.0
2006,1,1,17,0,28.302
2006,1,1,17,10,27.698
2006,1,1,17,20,28.015
2006,1,1,17,30,30.0
2006,1,1,17,40,30.0
2006,1,1,17,50,28.018
2006,1,1,18,0,28.96
2006,1,1,18,10,29.656999999999996
2006,1,1,18,20,29.266
2006,1,1,18,30,30.0
2006,1,1,18,40,27.399
2006,1,1,18,50,27.011999999999997
2006,1,1,19,0,29.866999999999997
2006,1,1,19,10,28.91
2006,1,1,19,20,29.553
2006,1,1,19,30,28.201999999999998
2006,1,1,19,40,28.730999999999998
2006,1,1,19,50,28.566999999999997
2006,1,1,20,0,28.258000000000003
2006,1,1,20,10,25.031999999999996
2006,1,1,20,20,30.0
